1760054400000000,121662.41000000,121754.34000000,121662.41000000,121695.19000000,42.61363000,1760054699999999,5186299.73779910,12109,27.94377000,3400769.61004470,0
1760054700000000,121695.18000000,121704.40000000,121595.75000000,121704.40000000,33.66000000,1760054999999999,4094502.29215210,11305,19.26797000,2343736.93268250,0
1760055000000000,121704.40000000,121718.16000000,121620.07000000,121646.98000000,17.81975000,1760055299999999,2167965.36304110,6286,7.30873000,889182.67734620,0
1760055300000000,121646.99000000,121771.99000000,121646.99000000,121747.36000000,32.13952000,1760055599999999,3912054.80599440,10162,22.44922000,2732441.38426040,0
1760055600000000,121747.37000000,121770.46000000,121710.00000000,121770.45000000,15.18995000,1760055899999999,1849107.82682830,4468,8.82799000,1074667.46127290,0
1760055900000000,121770.45000000,121863.74000000,121732.59000000,121863.74000000,33.08235000,1760056199999999,4030121.54973410,6946,20.69325000,2520802.76938710,0
1760056200000000,121863.74000000,121863.74000000,121793.27000000,121800.02000000,20.76901000,1760056499999999,2530369.17628750,6258,5.74018000,699289.86400600,0
1760056500000000,121800.03000000,121800.20000000,121746.00000000,121794.35000000,13.38285000,1760056799999999,1629715.81398140,8237,6.51717000,793623.93472310,0
1760056800000000,121794.35000000,121794.36000000,121702.06000000,121702.07000000,14.73605000,1760057099999999,1794180.49403990,6552,5.55555000,676393.50736060,0
1760057100000000,121702.07000000,121702.07000000,121611.59000000,121635.26000000,39.60400000,1760057399999999,4817432.18307000,9958,11.78370000,1433177.86658180,0
1760057400000000,121635.26000000,121789.70000000,121635.25000000,121785.02000000,16.55599000,1760057699999999,2014981.93488320,5749,13.46056000,1638171.73094950,0
1760057700000000,121785.02000000,121785.38000000,121745.26000000,121745.27000000,13.35049000,1760057999999999,1625618.28315460,5520,8.59540000,1046632.62841170,0
1760058000000000,121745.26000000,121840.26000000,121731.35000000,121839.99000000,36.51331000,1760058299999999,4447014.91685320,8806,23.69805000,2886182.47309020,0
1760058300000000,121839.98000000,121874.13000000,121732.52000000,121732.52000000,16.04696000,1760058599999999,1954766.89223180,10387,7.83461000,954502.82031190,0
1760058600000000,121732.52000000,121800.00000000,121732.52000000,121799.99000000,16.25153000,1760058899999999,1978987.73146340,7599,9.61018000,1170180.78926950,0
1760058900000000,121799.99000000,121800.00000000,121708.70000000,121731.19000000,26.76578000,1760059199999999,3259087.41167970,14558,9.00079000,1095871.82986420,0
1760059200000000,121731.19000000,121768.10000000,121639.89000000,121697.98000000,56.12891000,1760059499999999,6829934.96926480,13015,9.36662000,1139805.43393570,0
1760059500000000,121697.98000000,121811.71000000,121697.98000000,121811.70000000,27.83978000,1760059799999999,3389730.85409200,7457,19.10520000,2326160.98804770,0
1760059800000000,121811.71000000,121811.95000000,121790.80000000,121811.95000000,28.29533000,1760060099999999,3446577.39788230,5356,23.56049000,2869848.44298340,0
1760060100000000,121811.95000000,121811.95000000,121643.41000000,121643.42000000,30.32530000,1760060399999999,3690714.37048840,12865,12.61785000,1535525.68278660,0
1760060400000000,121643.42000000,121643.42000000,121489.06000000,121565.47000000,35.98099000,1760060699999999,4373588.82214500,13775,12.07950000,1467992.31449590,0
1760060700000000,121565.47000000,121594.00000000,121539.82000000,121584.34000000,18.36050000,1760060999999999,2231960.75835330,7330,7.78346000,946171.53872860,0
1760061000000000,121584.34000000,121712.99000000,121544.04000000,121639.33000000,33.48176000,1760061299999999,4072043.80023720,16959,21.35801000,2597385.27029410,0
1760061300000000,121639.32000000,121670.17000000,121623.59000000,121623.97000000,27.29343000,1760061599999999,3320344.62365920,5971,9.81617000,1194116.80131700,0
1760061600000000,121623.96000000,121651.33000000,121385.79000000,121438.91000000,62.20102000,1760061899999999,7556984.22833420,16653,17.00199000,2065556.15374320,0
1760061900000000,121438.91000000,121463.80000000,121227.23000000,121320.51000000,106.27750000,1760062199999999,12893203.67499480,15672,35.84241000,4347987.99049450,0
1760062200000000,121320.51000000,121354.00000000,121245.62000000,121272.50000000,70.70022000,1760062499999999,8575687.71027370,10766,21.27793000,2580926.48051320,0
1760062500000000,121272.50000000,121363.85000000,121257.14000000,121363.84000000,26.00562000,1760062799999999,3154475.44217410,7340,18.75846000,2275372.30373080,0
1760062800000000,121363.84000000,121401.21000000,121310.00000000,121311.45000000,35.83910000,1760063099999999,4349646.34567670,5183,16.33170000,1982091.20805720,0
1760063100000000,121311.45000000,121349.65000000,121242.01000000,121349.64000000,24.97076000,1760063399999999,3028705.75963550,7044,12.52289000,1518915.55290120,0
1760063400000000,121349.65000000,121367.04000000,121122.02000000,121123.47000000,71.30686000,1760063699999999,8644211.54510640,13167,23.79593000,2885058.41985320,0
1760063700000000,121123.48000000,121204.01000000,121066.55000000,121204.01000000,64.09328000,1760063999999999,7762206.46440850,11192,23.12285000,2800476.00378140,0
1760064000000000,121203.99000000,121312.19000000,121203.99000000,121220.95000000,68.91648000,1760064299999999,8356548.01954970,9224,23.13514000,2804838.00183110,0
1760064300000000,121220.96000000,121277.20000000,121147.66000000,121256.86000000,46.09960000,1760064599999999,5588009.18360840,7916,18.77151000,2275051.51034200,0
1760064600000000,121256.86000000,121266.87000000,120900.00000000,120958.09000000,129.07748000,1760064899999999,15632554.04293550,24278,44.70718000,5415658.65369250,0
1760064900000000,120958.09000000,121095.74000000,120958.08000000,121059.73000000,106.76326000,1760065199999999,12924959.87002560,10253,84.94719000,10283780.40325640,0
1760065200000000,121059.73000000,121108.22000000,120935.75000000,120935.76000000,46.14754000,1760065499999999,5585047.92488580,12018,10.92377000,1322237.70159580,0
1760065500000000,120935.76000000,121016.01000000,120909.15000000,120964.83000000,31.38434000,1760065799999999,3796402.52587700,9552,14.56521000,1761727.30795840,0
1760065800000000,120964.83000000,121092.03000000,120964.82000000,121092.03000000,56.43063000,1760066099999999,6828192.57983750,10437,22.40795000,2711357.49548230,0
1760066100000000,121092.03000000,121227.73000000,121092.02000000,121227.73000000,57.67788000,1760066399999999,6987749.43460890,10035,28.60816000,3466029.66535120,0
1760066400000000,121227.73000000,121373.18000000,121227.72000000,121372.46000000,34.24369000,1760066699999999,4154579.41250720,10130,26.50630000,3215691.85631350,0
